500 7500
4141 79 24
4142 56 48
4143 81 90
4144 64 6
4145 53 46
4146 48 35
4147 92 93
4148 27 89
4149 63 58
4150 78 61
4151 88 60
4152 65 24
4153 60 41
4154 89 41
4155 71 65
4156 30 79
4157 78 2
4158 96 17
4159 65 81
4160 71 77
4161 62 87
4162 75 97
4163 67 69
4164 27 73
4165 56 77
4166 91 56
4167 62 24
4168 45 25
4169 94 11
4170 30 39
4171 59 56
4172 61 8
4173 84 30
4174 68 83
4175 74 61
4176 42 31
4177 27 76
4178 26 47
4179 85 75
4180 85 6
4181 83 97
4182 36 12
4183 65 33
4184 94 7
4185 66 95
4186 86 3
4187 42 43
4188 66 7
4189 25 68
4190 52 83
4191 96 19
4192 87 91
4193 78 81
4194 48 77
4195 27 56
4196 70 51
4197 98 21
4198 29 23
4199 98 16
4200 39 82
4201 30 65
4202 62 68
4203 66 83
4204 87 52
4205 28 99
4206 66 68
4207 53 21
4208 54 32
4209 89 87
4210 29 12
4211 76 48
4212 70 20
4213 89 29
4214 25 69
4215 75 31
4216 48 7
4217 52 89
4218 71 46
4219 60 77
4220 92 32
4221 97 72
4222 25 59
4223 63 62
4224 27 74
4225 37 88
4226 85 18
4227 34 46
4228 83 3
4229 36 53
4230 49 42
4231 64 21
4232 79 49
4233 36 62
4234 58 25
4235 95 10
4236 46 1
4237 73 1
4238 27 17
4239 55 1
4240 83 55
4241 96 32
4242 52 30
4243 69 70
4244 98 61
4245 76 48
4246 53 5
4247 59 55
4248 36 66
4249 49 55
4250 93 49
4251 97 73
4252 49 84
4253 83 55
4254 25 1
4255 97 94
4256 43 33
4257 56 56
4258 29 32
4259 83 17
4260 63 14
4261 91 95
4262 52 52
4263 79 86
4264 85 21
4265 56 2
4266 73 4
4267 46 5
4268 49 67
4269 72 10
4270 94 65
4271 33 94
4272 82 67
4273 70 3
4274 37 52
4275 59 52
4276 93 45
4277 77 30
4278 26 79
4279 88 17
4280 43 63
4281 56 57
4282 28 2
4283 35 12
4284 54 69
4285 79 64
4286 29 2
4287 49 99
4288 74 86
4289 45 31
4290 96 25
4291 91 50
4292 54 99
4293 50 32
4294 95 41
4295 85 46
4296 44 30
4297 33 56
4298 83 24
4299 71 86
4300 98 67
4301 30 21
4302 64 87
4303 93 42
4304 30 27
4305 71 30
4306 52 51
4307 87 82
4308 75 84
4309 78 46
4310 57 40
4311 64 33
4312 87 38
4313 92 93
4314 76 26
4315 76 1
4316 36 47
4317 92 64
4318 56 55
4319 85 1
4320 89 82
4321 65 47
4322 59 84
4323 69 97
4324 71 52
4325 100 8
4326 59 80
4327 85 75
4328 55 100
4329 30 23
4330 36 95
4331 27 54
4332 90 51
4333 65 47
4334 73 37
4335 78 26
4336 33 22
4337 87 41
4338 52 20
4339 55 62
4340 99 70
4341 46 100
4342 33 16
4343 66 87
4344 76 66
4345 56 19
4346 92 94
4347 31 5
4348 53 35
4349 52 19
4350 69 49
4351 50 61
4352 44 75
4353 52 38
4354 71 21
4355 73 94
4356 82 80
4357 74 60
4358 49 80
4359 38 80
4360 76 62
4361 60 39
4362 84 54
4363 61 58
4364 40 47
4365 30 19
4366 75 18
4367 67 61
4368 57 75
4369 86 24
4370 51 72
4371 66 48
4372 87 61
4373 65 80
4374 65 93
4375 90 83
4376 67 58
4377 50 40
4378 69 31
4379 25 81
4380 67 9
4381 87 97
4382 71 85
4383 39 79
4384 91 13
4385 75 68
4386 56 71
4387 26 41
4388 86 5
4389 45 52
4390 29 85
4391 99 27
4392 41 46
4393 31 47
4394 39 41
4395 82 90
4396 43 60
4397 56 14
4398 96 95
4399 60 20
4400 56 44
4401 55 41
4402 71 47
4403 100 4
4404 63 1
4405 29 86
4406 73 95
4407 34 75
4408 96 56
4409 100 5
4410 41 51
4411 76 74
4412 31 15
4413 70 76
4414 29 31
4415 33 14
4416 46 72
4417 34 33
4418 86 68
4419 79 24
4420 66 19
4421 66 50
4422 91 25
4423 51 29
4424 80 60
4425 36 25
4426 49 96
4427 42 24
4428 72 27
4429 54 73
4430 29 32
4431 79 79
4432 59 22
4433 98 67
4434 81 56
4435 66 91
4436 93 45
4437 75 12
4438 87 96
4439 41 18
4440 39 85
4441 45 39
4442 76 24
4443 69 73
4444 27 17
4445 98 55
4446 31 7
4447 48 92
4448 65 31
4449 65 28
4450 92 81
4451 63 34
4452 68 64
4453 98 20
4454 82 71
4455 95 34
4456 55 53
4457 95 88
4458 26 2
4459 89 4
4460 72 19
4461 26 70
4462 73 90
4463 80 74
4464 36 65
4465 91 44
4466 87 85
4467 98 93
4468 41 28
4469 37 66
4470 37 4
4471 52 23
4472 64 10
4473 57 27
4474 25 30
4475 37 39
4476 71 28
4477 86 33
4478 93 1
4479 25 5
4480 25 57
4481 75 49
4482 29 6
4483 93 26
4484 30 21
4485 86 15
4486 59 21
4487 74 76
4488 38 61
4489 70 85
4490 39 92
4491 82 17
4492 38 95
4493 96 46
4494 48 63
4495 73 13
4496 57 85
4497 76 73
4498 30 84
4499 78 29
4500 98 44
4501 92 34
4502 27 41
4503 40 44
4504 81 38
4505 75 55
4506 100 56
4507 26 81
4508 27 77
4509 73 97
4510 68 16
4511 94 23
4512 30 46
4513 37 43
4514 95 88
4515 87 45
4516 82 44
4517 33 92
4518 79 6
4519 32 71
4520 99 49
4521 28 87
4522 77 12
4523 87 14
4524 93 97
4525 52 86
4526 63 89
4527 94 46
4528 45 26
4529 68 6
4530 88 37
4531 81 99
4532 97 14
4533 55 93
4534 93 96
4535 33 15
4536 78 43
4537 68 53
4538 59 96
4539 89 18
4540 66 69
4541 54 96
4542 75 46
4543 31 21
4544 98 5
4545 28 90
4546 45 49
4547 39 83
4548 89 33
4549 91 47
4550 100 73
4551 31 42
4552 49 9
4553 26 49
4554 68 69
4555 28 36
4556 55 11
4557 46 48
4558 60 26
4559 85 54
4560 39 61
4561 90 80
4562 59 11
4563 70 75
4564 53 45
4565 90 15
4566 47 36
4567 80 86
4568 47 9
4569 69 16
4570 74 61
4571 37 80
4572 32 89
4573 38 95
4574 100 26
4575 89 45
4576 72 66
4577 42 18
4578 37 68
4579 32 93
4580 31 67
4581 69 87
4582 59 41
4583 41 20
4584 59 66
4585 44 73
4586 100 58
4587 63 3
4588 30 25
4589 33 55
4590 42 75
4591 63 5
4592 28 26
4593 88 46
4594 39 95
4595 71 74
4596 30 62
4597 57 79
4598 53 29
4599 78 27
4600 64 41
4601 94 34
4602 73 33
4603 60 56
4604 53 19
4605 33 68
4606 92 27
4607 95 54
4608 88 49
4609 54 92
4610 53 76
4611 98 8
4612 91 5
4613 44 9
4614 36 11
4615 82 62
4616 61 49
4617 39 68
4618 37 100
4619 90 84
4620 92 14
4621 51 58
4622 31 42
4623 53 48
4624 57 25
4625 79 84
4626 28 9
4627 35 97
4628 30 28
4629 43 1
4630 74 50
4631 50 60
4632 90 94
4633 90 31
4634 64 93
4635 29 10
4636 89 68
4637 90 77
4638 87 11
4639 55 45
4640 37 25
4641 65 89
4642 96 10
4643 88 3
4644 32 85
4645 96 18
4646 99 18
4647 71 16
4648 35 59
4649 69 91
4650 40 75
4651 64 94
4652 56 74
4653 46 94
4654 75 85
4655 27 95
4656 36 40
4657 42 34
4658 84 80
4659 38 56
4660 93 56
4661 38 73
4662 86 84
4663 55 80
4664 85 20
4665 85 62
4666 30 55
4667 86 47
4668 44 97
4669 42 26
4670 31 62
4671 89 2
4672 52 68
4673 86 37
4674 69 68
4675 80 42
4676 99 6
4677 93 78
4678 55 28
4679 35 40
4680 49 47
4681 57 93
4682 32 38
4683 55 53
4684 74 41
4685 64 77
4686 60 8
4687 27 83
4688 68 95
4689 100 88
4690 63 84
4691 41 49
4692 74 3
4693 90 32
4694 62 21
4695 99 46
4696 55 64
4697 60 22
4698 72 59
4699 61 76
4700 65 60
4701 63 66
4702 61 56
4703 95 99
4704 62 43
4705 68 77
4706 99 15
4707 96 100
4708 25 39
4709 63 27
4710 31 4
4711 76 6
4712 80 68
4713 62 100
4714 72 66
4715 93 23
4716 26 52
4717 70 53
4718 94 6
4719 91 2
4720 56 36
4721 54 40
4722 33 90
4723 81 66
4724 89 7
4725 41 81
4726 79 16
4727 75 46
4728 92 67
4729 39 19
4730 51 14
4731 62 65
4732 65 87
4733 79 23
4734 26 68
4735 73 54
4736 39 51
4737 62 95
4738 79 65
4739 82 8
4740 72 93
4741 90 10
4742 93 100
4743 79 65
4744 38 46
4745 83 18
4746 56 13
4747 47 94
4748 51 55
4749 87 97
4750 62 16
4751 28 42
4752 59 59
4753 39 77
4754 84 34
4755 50 61
4756 77 11
4757 91 53
4758 49 13
4759 32 9
4760 40 14
4761 82 3
4762 86 82
4763 71 78
4764 49 18
4765 61 82
4766 41 82
4767 94 60
4768 66 2
4769 81 50
4770 34 83
4771 45 68
4772 100 21
4773 53 62
4774 92 92
4775 94 52
4776 25 78
4777 82 95
4778 63 40
4779 65 97
4780 42 43
4781 33 39
4782 71 76
4783 57 33
4784 86 5
4785 79 21
4786 79 81
4787 76 73
4788 65 26
4789 84 54
4790 44 61
4791 79 22
4792 51 48
4793 39 59
4794 25 99
4795 89 82
4796 81 40
4797 39 9
4798 77 48
4799 75 76
4800 65 79
4801 94 82
4802 96 72
4803 79 42
4804 94 61
4805 44 95
4806 96 98
4807 32 32
4808 91 79
4809 42 34
4810 80 85
4811 87 59
4812 27 81
4813 27 99
4814 38 12
4815 26 29
4816 84 70
4817 35 40
4818 79 54
4819 89 65
4820 56 69
4821 74 77
4822 77 50
4823 56 34
4824 66 85
4825 50 1
4826 63 18
4827 30 12
4828 81 19
4829 36 17
4830 63 52
4831 64 89
4832 70 14
4833 58 87
4834 94 29
4835 80 45
4836 41 64
4837 68 62
4838 92 97
4839 32 43
4840 47 4
4841 90 11
4842 64 2
4843 29 9
4844 40 85
4845 53 77
4846 91 11
4847 29 11
4848 89 64
4849 55 79
4850 74 36
4851 44 2
4852 39 25
4853 35 65
4854 69 87
4855 56 26
4856 96 69
4857 74 97
4858 86 42
4859 85 93
4860 35 37
4861 65 25
4862 94 97
4863 100 64
4864 43 53
4865 64 42
4866 82 1
4867 96 17
4868 57 19
4869 32 14
4870 45 10
4871 71 59
4872 77 41
4873 67 73
4874 85 81
4875 45 58
4876 81 42
4877 60 70
4878 50 4
4879 30 47
4880 28 26
4881 49 74
4882 60 96
4883 38 41
4884 57 28
4885 74 48
4886 89 29
4887 40 91
4888 39 81
4889 66 74
4890 36 47
4891 87 66
4892 98 56
4893 30 84
4894 99 56
4895 99 28
4896 37 36
4897 40 74
4898 70 25
4899 96 77
4900 28 73
4901 26 98
4902 32 55
4903 59 8
4904 64 73
4905 64 33
4906 79 48
4907 54 77
4908 38 17
4909 49 28
4910 94 73
4911 55 56
4912 36 11
4913 97 62
4914 91 84
4915 33 76
4916 27 99
4917 35 50
4918 83 85
4919 36 93
4920 26 54
4921 34 32
4922 98 60
4923 93 55
4924 51 34
4925 86 53
4926 43 94
4927 94 50
4928 37 16
4929 30 63
4930 70 81
4931 53 33
4932 25 76
4933 27 85
4934 67 70
4935 63 24
4936 42 94
4937 67 92
4938 36 37
4939 55 39
4940 93 17
4941 36 78
4942 86 83
4943 34 100
4944 95 53
4945 58 86
4946 90 29
4947 60 74
4948 92 94
4949 66 84
4950 39 98
4951 63 99
4952 88 15
4953 97 85
4954 74 67
4955 65 24
4956 92 34
4957 87 87
4958 53 45
4959 86 29
4960 77 60
4961 100 46
4962 94 35
4963 89 23
4964 91 25
4965 41 35
4966 54 9
4967 50 98
4968 74 6
4969 44 2
4970 58 97
4971 80 7
4972 27 44
4973 68 81
4974 54 49
4975 93 53
4976 73 41
4977 52 23
4978 35 71
4979 57 96
4980 63 78
4981 56 10
4982 76 54
4983 59 52
4984 49 81
4985 90 49
4986 83 75
4987 65 38
4988 58 36
4989 98 23
4990 53 55
4991 99 32
4992 55 57
4993 42 60
4994 76 39
4995 73 92
4996 67 17
4997 82 32
4998 61 2
4999 53 16
5000 66 59
5001 74 55
5002 29 32
5003 93 67
5004 70 32
5005 32 55
5006 91 84
5007 56 43
5008 60 3
5009 46 39
5010 27 16
5011 91 34
5012 92 14
5013 61 58
5014 41 69
5015 98 24
5016 41 88
5017 95 83
5018 51 92
5019 61 34
5020 54 38
5021 95 42
5022 36 22
5023 70 95
5024 54 31
5025 35 48
5026 67 74
5027 56 35
5028 73 70
5029 56 12
5030 59 55
5031 43 42
5032 79 39
5033 72 12
5034 89 92
5035 68 96
5036 69 79
5037 84 83
5038 100 25
5039 99 83
5040 97 8
5041 39 54
5042 36 57
5043 72 13
5044 83 69
5045 70 9
5046 97 90
5047 54 6
5048 84 29
5049 82 36
5050 94 13
5051 40 82
5052 30 71
5053 70 70
5054 40 32
5055 74 9
5056 79 32
5057 30 90
5058 85 85
5059 69 58
5060 61 15
5061 37 70
5062 89 12
5063 40 52
5064 44 53
5065 93 64
5066 77 23
5067 27 42
5068 27 64
5069 90 7
5070 86 88
5071 64 99
5072 25 35
5073 33 23
5074 87 91
5075 93 51
5076 27 30
5077 72 79
5078 85 97
5079 99 75
5080 28 44
5081 70 57
5082 39 32
5083 64 2
5084 55 55
5085 57 4
5086 53 34
5087 75 33
5088 43 15
5089 80 44
5090 81 65
5091 27 98
5092 83 61
5093 81 25
5094 34 29
5095 54 24
5096 61 98
5097 100 41
5098 69 61
5099 91 30
5100 44 68
5101 59 67
5102 33 100
5103 61 85
5104 97 94
5105 42 54
5106 39 24
5107 64 44
5108 100 21
5109 69 62
5110 76 70
5111 71 67
5112 60 41
5113 71 41
5114 100 9
5115 62 96
5116 52 88
5117 79 76
5118 60 52
5119 39 95
5120 62 46
5121 45 27
5122 50 28
5123 100 74
5124 59 91
5125 70 46
5126 89 16
5127 26 72
5128 52 33
5129 95 62
5130 37 42
5131 70 54
5132 97 66
5133 96 7
5134 62 61
5135 42 2
5136 29 26
5137 59 88
5138 77 11
5139 65 1
5140 69 64
5141 77 95
5142 64 13
5143 51 5
5144 46 82
5145 40 53
5146 59 7
5147 80 96
5148 87 61
5149 29 28
5150 59 79
5151 35 94
5152 73 19
5153 94 74
5154 69 58
5155 72 28
5156 88 11
5157 71 59
5158 97 62
5159 32 45
5160 91 2
5161 30 19
5162 95 27
5163 68 49
5164 80 26
5165 30 67
5166 99 65
5167 72 80
5168 61 23
5169 46 92
5170 36 29
5171 74 55
5172 52 44
5173 73 25
5174 61 56
5175 26 54
5176 96 82
5177 69 10
5178 55 94
5179 40 66
5180 26 74
5181 100 86
5182 45 29
5183 99 23
5184 51 50
5185 32 64
5186 94 2
5187 66 82
5188 55 96
5189 40 59
5190 92 90
5191 49 76
5192 94 88
5193 85 38
5194 64 61
5195 37 30
5196 92 77
5197 42 42
5198 87 33
5199 94 97
5200 69 48
5201 98 6
5202 68 33
5203 47 39
5204 45 12
5205 63 94
5206 45 13
5207 46 99
5208 83 43
5209 75 1
5210 47 37
5211 67 32
5212 37 9
5213 73 17
5214 70 66
5215 84 78
5216 43 19
5217 77 49
5218 52 60
5219 27 53
5220 86 80
5221 68 87
5222 86 8
5223 68 11
5224 54 7
5225 37 9
5226 93 51
5227 39 78
5228 31 8
5229 46 20
5230 64 61
5231 25 79
5232 48 37
5233 50 61
5234 60 78
5235 30 62
5236 35 63
5237 57 70
5238 38 39
5239 80 43
5240 28 65
5241 62 66
5242 74 9
5243 73 63
5244 94 81
5245 46 16
5246 67 94
5247 87 30
5248 29 41
5249 99 16
5250 66 100
5251 76 36
5252 44 25
5253 57 81
5254 46 18
5255 89 48
5256 92 59
5257 59 25
5258 67 85
5259 39 9
5260 69 25
5261 55 78
5262 84 42
5263 25 15
5264 46 13
5265 67 60
5266 76 62
5267 85 35
5268 84 87
5269 98 90
5270 95 21
5271 67 14
5272 47 35
5273 25 21
5274 87 72
5275 50 49
5276 38 46
5277 46 55
5278 93 69
5279 36 55
5280 87 33
5281 50 88
5282 69 32
5283 25 11
5284 95 34
5285 56 59
5286 85 99
5287 100 12
5288 62 78
5289 28 11
5290 62 88
5291 91 20
5292 31 14
5293 95 45
5294 99 16
5295 69 24
5296 77 95
5297 36 20
5298 30 67
5299 67 2
5300 77 48
5301 66 9
5302 88 42
5303 95 86
5304 59 49
5305 44 41
5306 31 39
5307 34 91
5308 78 77
5309 48 3
5310 90 72
5311 76 76
5312 58 52
5313 69 66
5314 92 18
5315 54 100
5316 64 49
5317 97 30
5318 34 99
5319 99 49
5320 25 38
5321 48 82
5322 42 32
5323 98 69
5324 98 43
5325 78 56
5326 66 82
5327 58 99
5328 67 59
5329 47 54
5330 27 68
5331 97 77
5332 60 25
5333 69 80
5334 43 68
5335 63 57
5336 95 90
5337 33 96
5338 33 50
5339 94 56
5340 65 51
5341 83 13
5342 46 33
5343 93 37
5344 83 32
5345 39 92
5346 34 99
5347 27 54
5348 27 25
5349 35 91
5350 40 64
5351 30 66
5352 64 81
5353 97 87
5354 95 51
5355 55 39
5356 44 82
5357 56 23
5358 39 44
5359 44 49
5360 52 93
5361 33 17
5362 38 88
5363 99 33
5364 43 83
5365 31 29
5366 84 35
5367 87 75
5368 65 2
5369 62 28
5370 35 11
5371 53 18
5372 98 10
5373 52 12
5374 59 48
5375 70 25
5376 61 13
5377 52 24
5378 40 8
5379 55 90
5380 34 73
5381 39 5
5382 67 24
5383 98 5
5384 61 55
5385 35 14
5386 43 20
5387 62 17
5388 100 84
5389 45 31
5390 71 44
5391 76 72
5392 95 49
5393 70 58
5394 71 4
5395 100 54
5396 58 90
5397 53 49
5398 34 88
5399 45 35
5400 46 81
5401 55 88
5402 44 41
5403 44 67
5404 47 91
5405 42 80
5406 57 90
5407 32 42
5408 87 83
5409 62 1
5410 69 85
5411 85 56
5412 100 15
5413 80 68
5414 89 73
5415 37 56
5416 41 8
5417 91 48
5418 88 59
5419 93 32
5420 45 81
5421 88 82
5422 93 57
5423 74 42
5424 59 37
5425 31 78
5426 85 42
5427 47 48
5428 46 100
5429 90 39
5430 97 24
5431 79 95
5432 91 7
5433 55 47
5434 35 61
5435 56 28
5436 48 76
5437 28 17
5438 69 100
5439 60 96
5440 72 47
5441 65 87
5442 94 80
5443 78 92
5444 31 38
5445 73 60
5446 94 96
5447 36 30
5448 30 54
5449 94 100
5450 53 77
5451 33 71
5452 30 11
5453 96 89
5454 85 7
5455 28 16
5456 25 3
5457 43 30
5458 47 12
5459 27 24
5460 44 68
5461 44 59
5462 67 89
5463 96 82
5464 96 43
5465 67 4
5466 74 18
5467 72 10
5468 45 1
5469 50 51
5470 100 38
5471 29 82
5472 86 57
5473 53 72
5474 90 68
5475 49 88
5476 66 62
5477 36 88
5478 58 96
5479 40 10
5480 46 75
5481 68 26
5482 40 54
5483 74 67
5484 70 63
5485 57 78
5486 36 15
5487 35 58
5488 81 86
5489 35 78
5490 61 48
5491 85 100
5492 32 28
5493 61 23
5494 48 82
5495 68 94
5496 46 30
5497 29 65
5498 93 37
5499 78 5
5500 95 28
5501 86 38
5502 61 87
5503 73 88
5504 33 51
5505 69 18
5506 63 10
5507 76 24
5508 53 73
5509 79 48
5510 93 55
5511 65 13
5512 39 31
5513 56 25
5514 67 90
5515 81 57
5516 96 78
5517 65 56
5518 33 75
5519 77 37
5520 70 61
5521 39 38
5522 74 87
5523 74 9
5524 45 17
5525 36 15
5526 35 51
5527 64 77
5528 65 94
5529 65 8
5530 49 40
5531 93 85
5532 62 84
5533 61 7
5534 67 47
5535 94 14
5536 52 49
5537 89 87
5538 59 62
5539 60 59
5540 25 4
5541 54 36
5542 90 34
5543 93 59
5544 65 79
5545 66 99
5546 100 90
5547 89 2
5548 42 98
5549 33 75
5550 70 9
5551 32 78
5552 66 24
5553 92 47
5554 66 86
5555 30 76
5556 44 79
5557 28 70
5558 45 38
5559 89 81
5560 88 58
5561 48 21
5562 32 97
5563 84 52
5564 66 48
5565 97 99
5566 41 5
5567 64 53
5568 37 57
5569 81 29
5570 79 37
5571 82 47
5572 93 11
5573 94 49
5574 64 93
5575 88 96
5576 72 91
5577 31 53
5578 54 21
5579 37 78
5580 57 82
5581 48 25
5582 47 42
5583 88 98
5584 68 99
5585 96 66
5586 58 14
5587 55 56
5588 43 82
5589 37 89
5590 57 36
5591 92 40
5592 61 97
5593 37 70
5594 69 95
5595 65 100
5596 48 85
5597 59 41
5598 95 82
5599 29 97
5600 74 93
5601 39 6
5602 32 10
5603 70 15
5604 30 15
5605 65 39
5606 54 62
5607 54 74
5608 33 36
5609 29 20
5610 91 78
5611 63 49
5612 39 1
5613 33 87
5614 68 3
5615 29 84
5616 54 59
5617 50 44
5618 85 87
5619 49 5
5620 46 65
5621 65 97
5622 64 60
5623 87 34
5624 66 5
5625 33 76
5626 32 56
5627 36 100
5628 53 23
5629 79 1
5630 48 32
5631 79 62
5632 34 24
5633 51 20
5634 87 51
5635 43 93
5636 87 5
5637 68 92
5638 90 10
5639 46 78
5640 76 71
5641 76 74
5642 88 30
5643 36 85
5644 68 75
5645 38 5
5646 40 65
5647 93 46
5648 74 64
5649 69 64
5650 26 85
5651 63 63
5652 76 56
5653 68 50
5654 98 47
5655 99 30
5656 64 54
5657 41 46
5658 30 18
5659 81 10
5660 90 20
5661 93 14
5662 56 12
5663 49 91
5664 52 4
5665 59 88
5666 50 71
5667 71 25
5668 39 98
5669 31 99
5670 75 5
5671 98 40
5672 46 34
5673 75 70
5674 52 17
5675 25 24
5676 54 19
5677 45 37
5678 80 45
5679 54 83
5680 58 13
5681 36 16
5682 46 80
5683 99 100
5684 51 65
5685 46 47
5686 83 51
5687 39 82
5688 28 23
5689 50 64
5690 78 52
5691 70 90
5692 98 46
5693 25 97
5694 46 56
5695 30 52
5696 54 20
5697 97 79
5698 73 53
5699 47 36
5700 27 98
5701 95 84
5702 31 69
5703 38 40
5704 85 54
5705 32 83
5706 99 98
5707 68 80
5708 97 21
5709 53 18
5710 84 53
5711 80 82
5712 40 5
5713 55 57
5714 27 61
5715 46 84
5716 29 27
5717 56 85
5718 44 8
5719 73 38
5720 99 43
5721 52 84
5722 61 100
5723 42 7
5724 92 37
5725 82 49
5726 84 61
5727 38 81
5728 68 4
5729 35 84
5730 46 82
5731 40 88
5732 98 22
5733 50 13
5734 38 84
5735 60 78
5736 41 56
5737 50 89
5738 45 16
5739 94 73
5740 63 73
5741 72 55
5742 96 35
5743 88 98
5744 45 57
5745 58 19
5746 97 38
5747 80 100
5748 52 29
5749 68 80
5750 71 75
5751 35 37
5752 61 38
5753 26 63
5754 34 84
5755 77 30
5756 28 77
5757 60 24
5758 34 36
5759 31 20
5760 64 58
5761 57 79
5762 99 27
5763 90 73
5764 76 65
5765 49 69
5766 61 3
5767 91 42
5768 97 87
5769 42 64
5770 86 35
5771 87 20
5772 90 44
5773 100 100
5774 40 89
5775 68 15
5776 25 97
5777 43 44
5778 99 94
5779 97 49
5780 47 42
5781 73 3
5782 34 84
5783 90 88
5784 98 44
5785 78 34
5786 46 68
5787 55 88
5788 100 30
5789 56 67
5790 26 48
5791 30 23
5792 99 6
5793 66 69
5794 84 87
5795 95 79
5796 45 6
5797 40 87
5798 90 17
5799 42 82
5800 37 78
5801 92 21
5802 61 38
5803 93 89
5804 33 70
5805 42 85
5806 96 33
5807 89 89
5808 84 86
5809 99 63
5810 65 51
5811 31 97
5812 25 73
5813 90 65
5814 50 60
5815 57 90
5816 80 79
5817 80 1
5818 94 18
5819 84 41
5820 62 13
5821 95 83
5822 79 55
5823 56 75
5824 61 99
5825 71 52
5826 55 32
5827 66 48
5828 90 59
5829 97 83
5830 84 82
5831 48 87
5832 27 80
5833 69 67
5834 79 13
5835 80 62
5836 88 36
5837 44 88
5838 47 2
5839 83 52
5840 68 44
5841 73 47
5842 45 50
5843 77 70
5844 63 65
5845 52 11
5846 100 23
5847 25 86
5848 48 57
5849 57 47
5850 43 60
5851 32 5
5852 90 54
5853 61 67
5854 60 75
5855 54 97
5856 88 88
5857 86 53
5858 73 85
5859 43 24
5860 75 8
5861 78 89
5862 90 38
5863 47 88
5864 44 78
5865 29 54
5866 33 58
5867 90 95
5868 88 78
5869 50 40
5870 62 52
5871 62 43
5872 84 52
5873 66 36
5874 60 57
5875 95 34
5876 58 79
5877 89 23
5878 66 15
5879 67 9
5880 35 93
5881 60 19
5882 44 15
5883 25 96
5884 83 55
5885 63 12
5886 39 64
5887 72 21
5888 58 47
5889 49 65
5890 72 20
5891 79 79
5892 86 13
5893 58 31
5894 32 100
5895 80 25
5896 48 26
5897 58 76
5898 58 49
5899 84 63
5900 84 33
5901 78 8
5902 32 22
5903 84 44
5904 31 35
5905 58 9
5906 50 21
5907 95 86
5908 34 79
5909 64 3
5910 86 45
5911 68 74
5912 85 93
5913 44 35
5914 87 55
5915 57 76
5916 85 95
5917 89 65
5918 51 87
5919 67 76
5920 84 46
5921 32 23
5922 35 82
5923 38 45
5924 39 10
5925 31 62
5926 100 6
5927 68 25
5928 94 70
5929 71 6
5930 47 89
5931 74 97
5932 49 79
5933 27 57
5934 71 46
5935 40 74
5936 67 66
5937 60 74
5938 75 95
5939 71 57
5940 75 57
5941 91 69
5942 54 43
5943 77 73
5944 97 34
5945 58 29
5946 32 57
5947 31 59
5948 67 73
5949 26 55
5950 32 73
5951 37 49
5952 68 42
5953 52 44
5954 34 63
5955 87 28
5956 62 93
5957 85 80
5958 50 75
5959 56 6
5960 60 6
5961 72 14
5962 70 87
5963 100 18
5964 70 23
5965 64 18
5966 36 59
5967 30 11
5968 51 67
5969 48 25
5970 32 22
5971 42 93
5972 52 71
5973 29 80
5974 41 76
5975 36 94
5976 69 78
5977 71 10
5978 88 8
5979 86 68
5980 49 17
5981 83 14
5982 97 49
5983 47 48
5984 97 84
5985 65 26
5986 51 20
5987 85 69
5988 82 28
5989 56 65
5990 89 70
5991 32 56
5992 26 54
5993 73 57
5994 38 70
5995 83 35
5996 66 67
5997 53 53
5998 49 45
5999 29 58
6000 33 97
6001 60 22
6002 96 21
6003 100 5
6004 39 11
6005 44 13
6006 70 76
6007 48 100
6008 79 93
6009 44 23
6010 93 41
6011 34 11
6012 86 98
6013 33 30
6014 89 88
6015 85 68
6016 50 40
6017 99 23
6018 58 90
6019 61 91
6020 50 81
6021 47 45
6022 58 93
6023 95 21
6024 38 43
6025 60 1
6026 31 27
6027 92 25
6028 33 83
6029 93 83
6030 73 11
6031 31 16
6032 25 39
6033 97 35
6034 41 49
6035 36 75
6036 46 50
6037 31 91
6038 76 23
6039 38 100
6040 69 75
6041 87 25
6042 31 86
6043 69 84
6044 66 9
6045 35 97
6046 25 37
6047 60 43
6048 38 32
6049 78 74
6050 97 68
6051 26 9
6052 53 58
6053 81 55
6054 81 88
6055 30 21
6056 47 75
6057 78 53
6058 29 39
6059 30 56
6060 77 98
6061 59 61
6062 65 80
6063 51 60
6064 80 12
6065 50 76
6066 80 11
6067 26 61
6068 48 34
6069 94 77
6070 28 59
6071 83 50
6072 27 68
6073 84 47
6074 35 35
6075 53 44
6076 50 70
6077 56 99
6078 68 15
6079 45 19
6080 63 28
6081 96 93
6082 95 57
6083 56 38
6084 62 26
6085 46 45
6086 56 22
6087 92 77
6088 89 28
6089 49 12
6090 55 1
6091 68 19
6092 46 20
6093 77 57
6094 35 74
6095 45 38
6096 68 71
6097 31 9
6098 53 81
6099 25 59
6100 78 41
6101 54 46
6102 29 15
6103 99 98
6104 70 85
6105 50 97
6106 50 93
6107 53 1
6108 75 40
6109 49 53
6110 34 22
6111 75 43
6112 69 29
6113 95 27
6114 40 1
6115 50 60
6116 67 66
6117 38 57
6118 56 94
6119 100 11
6120 66 69
6121 28 77
6122 45 37
6123 60 100
6124 74 100
6125 92 1
6126 41 27
6127 66 37
6128 63 76
6129 37 52
6130 32 58
6131 54 23
6132 42 12
6133 98 76
6134 26 48
6135 69 89
6136 32 69
6137 30 86
6138 41 14
6139 92 64
